,additional_discount,additional_discount_currently_active,additional_discount_per_menu,address,adv_distance,advertisement_rank,advertisement_type,app_order,can_review,categories,central_billing,city,delivery_fee,delivery_fee_explanation,description,dine_in,discount_from,discount_percent,discount_until,distance,except_cash,franchise_id,franchise_name,free_delivery_threshold,has_loyalty_support,has_terminal,id,is_hotdeal,keywords,lat,list_pos,lng,logo_url,loyal_score,min_order_amount,name,new,new_rating,one_dish,open,open_time_description,payment_methods,phone,phone_downlisted,phone_order,premium,rating,reachable,relay_methods,review_avg,review_count,review_image_count,section,section_pos,slug,sms_bonus,subtitle,tags,takeout,threshold,thumbnail_message,top100_restaurant,top28,url
10,0,False,0,서울 강남구 논현동 136-4 1층 101호,,1,contract,True,0,"['야식', '한식', '일식돈까스', '분식']",False,서울,0,최소 주문 금액 12000원 이상,,False,2016-09-23T09:00:00,10,2016-09-23T20:59:59.999999,0.6753686157673826,False,,,0,True,True,54793,False,K1푸드 요리메뉴 오징어볶음 요리메뉴 매운고구마찜닭 요리메뉴 돈까스＋만두튀김 요리메뉴 골뱅이소면 분식메뉴 낙지떡볶이 요리메뉴 낙지소면 묵은지요리메뉴 묵은지꽁치찜 요리메뉴 무진장매운찜닭 세트메뉴 D세트-1번（충무김밥＋떡볶이＋오뎅＋얼음식혜） 세트메뉴 D세트-2번（충무김밥＋떡볶이＋튀김＋얼음식혜）,37.5110729,11,127.0262309,/media/restaurant_logos/불고기도시락01_20131128_FoodAD_crop_200x200_OYyinYU.jpg,21.5490396427045,12000,K1푸드,False,1.3268878625547036,0,True,09:00 - 03:00,"['creditcard', 'online']",050352592386,False,True,{},200040.195146975,True,"['email', 'box_helicom']",4.33809166040571,1331,221,contract,10,k1푸드0HV6IR,False,,"['excellent', 'CESCO']",False,7500,,False,False,
11,0,False,0,서울 강남구 논현동 74-2,,1,contract,True,0,"['중식', '야식']",False,서울,0,최소 주문 금액 10000원 이상,,False,,0,,0.7971378301204614,False,,,0,True,True,4960,False,진시황(논현점) 해삼류 해삼쥬스 해삼류 죽순해삼 해삼류 해삼전복 해삼류 송이해삼 샥스핀류 광동샥스핀 샥스핀류 삼선샥스핀 강추메뉴 강추C（치킨탕수육＋짜장2＋캔콜라） 밥류（목） 해삼탕밥 면류 팔보쟁반짜장（2인） 밥류（월） 해삼탕밥,37.5180433,12,127.0298609,/media/restaurant_logos/탕수육04_20120524_FoodAD_crop_20.jpg,22.2052327720878,10000,진시황(논현점),False,1.3287817448594197,0,True,10:00 - 09:59,"['creditcard', 'online']",050352565326,False,True,{},200037.419317279,True,"['email', 'box_helicom']",3.84064665127021,433,27,contract,11,진시황(논현점),False,,"['CESCO', 'excellent']",False,5000,,False,False,
12,0,False,0,서울 강남구 역삼동 751-2 1층,,1,contract,True,0,"['일식돈까스', '야식', '한식', '피자양식', '치킨']",False,서울,0,최소 주문 금액 10000원 이상,,False,,0,,2.597388546370154,False,,,0,True,True,230653,False,1인가득밥상-강남점 쌈밥모듬정식메뉴 오징어두루치기쌈밥 전골메뉴 해물된장전골 쌈밥모듬정식메뉴 돼지목살구이쌈밥 전골메뉴 해물순두부전골 고기쌈냉면 물냉면 쌈밥모듬정식메뉴 닭갈비두루치기쌈밥 전골메뉴 버섯두부전골 고기쌈냉면 세트1（삼겹살＋물냉면1인） 닭도리탕메뉴 순살묵은지떡닭도리 쌈밥모듬정식메뉴 오삼두루치기쌈밥,37.4948683,13,127.0345668,/media/restaurant_logos/김치찌개02_20131128_FoodAD_crop_200x200_Q0elwuD.jpg,31.1997677899684,10000,1인가득밥상-강남점,False,1.3285130023247054,0,True,06:00 - 05:59,"['creditcard', 'online']",050352598014,False,True,{},200048.494788537,True,"['email', 'box_helicom', 'sms_relay']",3.92744063324538,758,122,contract,12,1인가득밥상-강남점,False,,['excellent'],False,8000,,False,False,
13,0,False,0,서울 강남구 역삼동 751-2 1층,,1,contract,True,0,"['피자양식', '일식돈까스', '치킨', '야식', '한식']",False,서울,0,최소 주문 금액 10000원 이상,,False,,0,,2.597388546370154,False,,,0,True,True,230654,False,신선한웰빙쌈밥집-강남점 전골메뉴 해물순두부전 전골메뉴 스팸고추장전골 전골메뉴 버섯두부전골 닭도리탕메뉴 순살묵은지떡닭도리 전골메뉴 해물된장전골 닭도리탕메뉴 순살호야특별닭도 닭도리탕메뉴 호야특별닭도리 쌈밥모듬정식메뉴 오징어두루치기쌈밥 닭도리탕메뉴 묵은지떡닭도리 쌈밥모듬정식메뉴 돼지목살구이쌈밥,37.4948683,14,127.0345668,/media/restaurant_logos/제육정식01_20131128_FoodAD_crop_200x200_7K0fA9J.jpg,30.6843012128157,10000,신선한웰빙쌈밥집-강남점,False,1.3078943392385973,0,True,06:00 - 05:59,"['creditcard', 'online']",050352589514,False,True,{},200045.863072163,True,"['email', 'box_helicom', 'sms_relay']",3.84491978609626,187,24,contract,13,신선한웰빙쌈밥짐-강남점,False,,['excellent'],False,8000,,False,False,
14,0,False,0,서울 강남구 논현동 211-10 1층,,1,contract,True,0,"['프랜차이즈', '피자양식', '야식']",False,서울,0,최소 주문 금액 10000원 이상,,False,2016-09-23T11:00:00,10,2016-09-23T22:29:59.999999,1.2041905018406243,False,44.0,(주)피자헤븐 / 피자헤븐,0,True,True,227492,True,김준현의피자헤븐-논현점 피자메뉴（BIGL사이즈） 통가슴살치킨피자BIGL 피자메뉴（L사이즈） 핫쭈꾸쭈꾸피자L 피자메뉴（M사이즈） 통가슴살치킨피자M 피자메뉴（BIGL사이즈） 쿼터드레싱포테이토피자BIGL 피자메뉴（BIGL사이즈） 크랜베리고르곤졸라피자BIGL 피자메뉴（M사이즈） 핫쭈꾸쭈꾸피자M 피자메뉴（BIGL사이즈） 핫쭈꾸쭈꾸피자BIGL 신메뉴 그릴드포크밸리피자BL 피자메뉴（BIGL사이즈） 씨푸드피자BIGL 신메뉴 그릴드포크밸리피자L,37.513304,15,127.0346157,/media/restaurant_logos/피자헤븐_20131129_Franchise_crop_200x200.jpg,18.6612547537499,10000,김준현의 피자헤븐-논현점,False,1.1056120897818713,0,True,11:00 - 05:00,"['creditcard', 'online']",050352586162,False,True,{},200037.307240155,True,"['email', 'box_helicom']",4.32142857142857,140,24,contract,14,피자헤븐-논현점,False,,['excellent'],False,10000,,False,False,
15,0,False,0,서울 강남구 논현동 170-28번지,,1,contract,True,0,"['야식', '한식']",False,서울,0,최소 주문 금액 15000원 이상,,False,,0,,1.0093782959040443,False,,,0,True,True,54940,False,"반찬학교 찜류 아구찜 전골,탕류 해물된장전골 찜류 꽃게범벅 게장메뉴 간장게장＋양념게장 음료메뉴 페리에（500mL） 찜류 해물찜 찜류 찜닭 음료메뉴 에비앙（500mL） 전골,탕류 홍합미역국 젓갈류 가리비젓（150g）",37.5079718,16,127.0272598,/media/restaurant_logos/반찬01_20131231_foodon_crop_200x200_g9kFsSB.jpg,22.1507147375738,15000,반찬학교,False,1.284152930322143,0,True,10:00 - 09:59,"['creditcard', 'online']",050352557865,False,True,{},200039.361059565,True,"['email', 'box_helicom']",3.84745762711864,118,14,contract,15,반찬학교,False,,"['excellent', 'CESCO']",False,8000,,False,False,
16,0,False,0,서울 서초구 서초동 1317-6 1층,,1,contract,True,0,"['치킨', '야식', '프랜차이즈', '피자양식']",False,서울,0,최소 주문 금액 10000원 이상,,False,,0,,1.9125947091625717,False,69.0,(주)롯데리아 / 롯데리아,0,True,True,232824,False,롯데리아-강남역점 치킨메뉴 소이치킨풀팩 사이드&음료메뉴 카페라떼 팩&세트메뉴 스모크치즈셋트（스모크치즈버거＋포테이토＋콜라1잔） 치킨메뉴 치킨풀팩（치킨9조각＋콘샐러드＋소스2개） 치킨메뉴 순살치킨풀팩 치킨메뉴 치킨패밀리팩（치킨4조각＋치킨휠레2조각＋화이어윙2조각＋콘샐러드＋소스2개） 사이드&음료메뉴 사이다（R） 모짜렐라인더버거3종 모짜렐라인더버거-더블 버거메뉴 스모크치즈버거 모짜렐라인더버거3종 모짜렐라인더버거-해쉬,37.4989414,17,127.0260514,/media/restaurant_logos/롯데리아_20160408_Franchise이미지약정서_crop_200x200_Zlaxh0y.jpg,25.9821523952884,10000,롯데리아-강남역점,False,1.2567671539790217,0,True,10:00 - 09:59,"['creditcard', 'online']",050712900206,False,True,{},200042.913835564,True,"['email', 'box_helicom']",3.55769230769231,104,5,contract,16,롯데리아-강남역점,False,,"['CESCO', 'excellent']",False,10000,,False,False,
17,0,False,0,서울 강남구 신사동 557-25 1층 스피드박스,,1,contract,True,0,"['일식돈까스', '분식', '야식', '한식']",False,서울,0,최소 주문 금액 10000원 이상,,False,,0,,0.7353995069406611,False,,,0,False,True,17310,False,스피드박스 아시안요리류 오뎅탕 스카이밀&디저트류 치즈케익플레인（한판） 웨스턴요리류 소세지튜나샐러드 아시안요리류 간장떡찜닭 아시안요리류 매운떡찜닭 아시안요리류 탕수육 웨스턴요리류 함박&소세지 웨스턴요리류 케이준치킨샐러드 삼계탕 전복삼게탕 웨스턴요리류 소세지야채볶음,37.5210724,18,127.0262152,/media/restaurant_logos/김치볶음밥02_20131128_FoodAD_crop_200x200.jpg,18.7434184355583,10000,스피드박스,False,1.2026568360341998,0,True,09:00 - 08:59,['creditcard'],050352565725,False,True,{},200035.716887823,True,"['email', 'box_helicom']",3.61538461538462,52,1,contract,17,스피드박스,False,,[],False,7500,,False,False,
18,0,False,0,서울 강남구 논현동 191-16,,1,contract,True,0,['피자양식'],False,서울,0,최소 주문 금액 14000원 이상,,False,2016-09-23T14:30:00,15,2016-09-23T19:14:59.999999,1.3041545801833139,False,,,0,True,True,23208,False,Goms603-논현본점 곰스샌드위치 참치&올리브샌드위치 곰스파스타 해산물크림떡볶이 샐러드드레싱메뉴 파인요거트 샐러드드레싱메뉴 오리엔탈드레싱 사이드메뉴 갈릭치킨（12개） 샐러드드레싱메뉴 시저드레싱 샐러드드레싱메뉴 검은깨드레싱 샐러드드레싱메뉴 발사믹드레싱 곰스샌드위치 게살샐러드샌드위치 곰스샌드위치 핫필리치즈스테이크샌드위치,37.5085086,19,127.0329639,/media/restaurant_logos/곰스603_20131201_Franchise_crop_200x200.jpg,16.2099724282748,14000,Goms603-논현본점,False,0.9875679810943292,0,True,10:00 - 22:30,"['creditcard', 'online']",050352563229,False,True,{},200034.697028266,True,"['email', 'box_helicom']",4.21212121212121,396,23,contract,18,곰스603(논현),False,,"['excellent', 'CESCO']",False,10000,,False,False,
19,0,False,0,서울 강남구 역삼동 651-12번지 1층 특미참죽,,1,contract,True,0,"['한식', '1인분주문', '테이크아웃']",False,서울,0,최소 주문 금액 6000원 이상,,False,,0,,1.5602740769724972,False,,,0,True,True,37474,False,"특미참죽-강남차병원점 기능성영양죽 특달팽이죽 기능성영양죽 달팽이죽 기능성영양죽 은행죽 건강식전통죽 임자죽 기능성영양죽 녹차죽 기능성영양죽 마늘죽 웰빙특선죽 （특）자연송이전복죽 웰빙특선죽 황태죽 웰빙특선죽 문어죽 웰빙특선죽 삼합죽（전복,해삼,바지락）",37.5071603,20,127.0353202,/media/restaurant_logos/죽세트01_20131128_FoodAD_crop_200x200_13.jpg,21.5322347523186,6000,특미참죽-강남차병원점,False,1.1492345746982446,1,True,10:00 - 20:40,"['creditcard', 'online']",050352570852,False,True,{},200040.307992328,True,"['email', 'box_helicom']",4.4331797235023,434,29,contract,19,특미참죽-강남차병원점,False,,"['CESCO', 'excellent']",True,8000,,False,False,
